Genre,Track Name,Track ID,Preview_link
rock,Animals,3rjM7GhxdVq1YySsHBs21i,https://p.scdn.co/mp3-preview/07d29a27580ed9ad024427ddd9a5dd50fb15a788?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,The Scientist,75JFxkI2RXiU7L9VXzMkle,https://p.scdn.co/mp3-preview/95cb9df1b056d759920b5e85ad7f9aff0a390671?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Not Meant to Be,5xyACR2lzIyzFepF4qlAas,https://p.scdn.co/mp3-preview/e04cc90457fa4f4cf657f49928b94f86e02d05d8?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Comatose,5pRElcsPZrgZXkoON2o5Go,https://p.scdn.co/mp3-preview/0091f3a87713fbabec9f061b53f8966a66747c4c?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Dreams - 2004 Remaster,0ofHAoxe9vBkTCp2UQIavz,https://p.scdn.co/mp3-preview/40d1f6d82f16b05b62aae47e8e130de04b407fc8?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Bad Behavior,4Kc1BGRuyicJaqIXi3Rysi,https://p.scdn.co/mp3-preview/dcadb71a07c21e5c82c3c95b84631fd93edf2018?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Wall of Glass,5qlSYa5PePLAuAsAFgqVxW,https://p.scdn.co/mp3-preview/3b03ca684b290c7dcf0f7128250eefd7429b0781?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Someday,4PkJ7c9y1CwpuVOiJODnCZ,https://p.scdn.co/mp3-preview/d31979eb7639084cb6d5ad2dc7f483ff0afb6eb4?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Talking to Myself,7nAfXgeHfDO50upcOjJOaq,https://p.scdn.co/mp3-preview/3b4495d1092ad4675bf5abb8dfb840619a232122?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Painkiller,6OMO6WdRhSfjMPAiPT94wH,https://p.scdn.co/mp3-preview/57603235c4248b2d7483b703fce3b269b7c3e2f2?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Must Be Nice,3LHFVQwFLoFLJRd1AFbPTZ,https://p.scdn.co/mp3-preview/359d9be6ef92e5507624b71e37e07971754b8632?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Sea Change,7vNlyHGvF1UPwIGjQBoVFG,https://p.scdn.co/mp3-preview/a46142c3a8cec4d28929e0ea0a01c1e6ce2ea2b3?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Monster,2UREu1Y8CO4jXkbvqAtP7g,https://p.scdn.co/mp3-preview/7b31bef137993a2f2a1389e333cfb70df4aefb0d?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Gone,2MyUIH6eOOfzgxAEw8qz5R,https://p.scdn.co/mp3-preview/1c7bb6e10ec609077a93ea33033357ba836e4426?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Until the World Goes Cold,0ncHMpFGT96pis5pi4iJDm,https://p.scdn.co/mp3-preview/67e8acd6167270d1812334a433a3b0e64f9d3bcb?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Jump - 2015 Remaster,7N3PAbqfTjSEU1edb2tY8j,https://p.scdn.co/mp3-preview/f6e554cadfb84a511acbbd8661741b805ecca193?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Don't Look Back in Anger - Remastered,0UvCh63URrLFcPkKt99hHd,https://p.scdn.co/mp3-preview/5b82274e20e152fa933b2ce8db18aa5120e0bd1a?cid=6410be731bfd4cf798c0e6e9a32589fc
rock,Mexican Fender,1ZLfI1KqHS2JFP7lKsC8bl,https://p.scdn.co/mp3-preview/764ce7388143426458be1e9065753b521a4aa4e8?cid=6410be731bfd4cf798c0e6e9a32589fc
