Track_ID,Track_Name,Track_Artist,Preview_URL,Genre,Album
4sykUbPIpLYRfZk1ljZcpj,Midnight Crusade,Dance Gavin Dance,https://p.scdn.co/mp3-preview/3f803cc6d7e5612613bc53be4580cdf8a903efb8?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Artificial Selection
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,https://p.scdn.co/mp3-preview/92210b01fcc6efa80008663c158baf79cf0d7b5f?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Wall
5LV0oQV98daZAUoWnQEW6N,Broken Heart,Escape the Fate,https://p.scdn.co/mp3-preview/fe5044a49aa0222dbd1cbc2222ed34736a6a7842?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,I Am Human
4YMQXzscifAREG0a7KNGhB,Black Magic Woman - Single Version,Santana,https://p.scdn.co/mp3-preview/09ba9494a44c24340443d4a7069a80240fec7066?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Santana's Greatest Hits
3rjM7GhxdVq1YySsHBs21i,Animals,Nickelback,https://p.scdn.co/mp3-preview/07d29a27580ed9ad024427ddd9a5dd50fb15a788?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,V
1Omt5bfz1tZUCqd26HxbS0,Beyond,Leon Bridges,https://p.scdn.co/mp3-preview/c2ec433b724bbd36f0761809d78ec46fc272da55?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Good Thing
4YyOPaXcxCmpv3c7SQUo5e,Raining,The Front Bottoms,https://p.scdn.co/mp3-preview/170344970c47488cc22abb9f9da515369ae869f4?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Raining At Last
66hOCG7IpEJI5wfLDhajxD,Last Young Renegade,All Time Low,https://p.scdn.co/mp3-preview/d29b54667e2683db77bedbfda9027702653eebb2?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Home Alone
67L36FEtnci1yguR5s514G,Amputation,The Jesus and Mary Chain,https://p.scdn.co/mp3-preview/b142490f9b55606632016d09b6b84a1e2e3a4d32?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Damage and Joy
4DMKwE2E2iYDKY01C335Uw,Carry on Wayward Son,Kansas,https://p.scdn.co/mp3-preview/951462307c09a20ad6ce72f5eabda3319482f57f?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Leftoverture (Expanded Edition)
