Track_ID,Track_Name,Track_Artist,Preview_URL,Genre,Album
2qJkesdHu9sMMVFgkRkqhQ,Angel,Theory of a Deadman,https://p.scdn.co/mp3-preview/303f1e77ff52f67c85a755ed3bf1470acdb953ed?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Angels & Demons
0ADZ5dmXhlfzjMw6lefoPl,Far Away,Nickelback,https://p.scdn.co/mp3-preview/ee5ef1ff3c6c82863e00c2f29775d16af8c22b37?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,All the Right Reasons
7kzKAuUzOITUauHAhoMoxA,Last Nite,The Strokes,https://p.scdn.co/mp3-preview/dd2111a218b3007e3e23a6be300a87f02aee045a?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Is This It
33daQo3S8j2NcJstEHXwhQ,Pain,Three Days Grace,https://p.scdn.co/mp3-preview/6a431555ca663924569dc0a5b5ba6635c7106f55?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Dark Lane Demo Tapes
3lPj2nA1lIrWIpbnhNG57v,these are my friends,lovelytheband,https://p.scdn.co/mp3-preview/fe2357622de6e6841e45b8140817fc10cfb055d3?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,finding it hard to smile
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,https://p.scdn.co/mp3-preview/b4b050fb5f906aba4e08064c453d3344ea68e583?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Rumours (Super Deluxe)
2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,Foreigner,https://p.scdn.co/mp3-preview/57724bb53662b30cad5267702d832a32fdc93931?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,4 (Expanded)
47ojH5LeQhl1ZltSAHBEFF,Don't Come Down,The Maine,https://p.scdn.co/mp3-preview/e0363988e76f3a7daeeca603535ae60924c545a7?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Lovely Little Lonely
22qQjtiv3Xy1P8WvpA6HgR,Hey Ya! - Live Session from Spotify Studios NYC,Panic! At The Disco,https://p.scdn.co/mp3-preview/3b83ca9c57a85e6ae5ae9bada2f0b8b546701618?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Spotify Singles
4OCzAGgyWsUKpdWufYywZm,Cochise,Audioslave,https://p.scdn.co/mp3-preview/8ed5bc735959bf3a147ce448ec84949af67631ad?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Audioslave
0Ldlex2J63L6Dop9Pk2Rz9,Bully,Shinedown,https://p.scdn.co/mp3-preview/5818667a90f8d7606a5cf279df9fd87b78dce675?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Amaryllis
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,https://p.scdn.co/mp3-preview/92210b01fcc6efa80008663c158baf79cf0d7b5f?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Wall
37BTh5g05cxBIRYMbw8g2T,Rosanna,TOTO,https://p.scdn.co/mp3-preview/3403638ffd1eb774d3e65483d88eab699c97c5e2?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Toto IV
2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/603321bf69cb0fd27c44ae875ff73c6dfc856311?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Getaway
0upLyFR8Rr52ZpMp5esQoq,You Really Got Me - 2015 Remaster,Van Halen,https://p.scdn.co/mp3-preview/08b3880bc4317d43a6887d2c5e286cd3712feec6?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Van Halen (Remastered)
4PuUa8e5s7P3Zv1IdCGIsa,Such A Simple Thing,Ray LaMontagne,https://p.scdn.co/mp3-preview/3e973fc6390960d0dafd0bd580f8ce360cfa7fbf?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Part Of The Light
19YmvsVCetCBeVj6O2mljR,Still Breathing,Green Day,https://p.scdn.co/mp3-preview/43872cebf1362055bf4fc1997ccb1992e2996b0d?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Revolution Radio
1xKQbqQtQWrtQS47fUJBtl,Piece of My Heart,Big Brother & The Holding Company,https://p.scdn.co/mp3-preview/55f9c641ef8ef16d46394e6f4f2b780701ebfdf2?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Cheap Thrills
6rVwpAvl0bpJjfKdieL20r,The Come Up,Shaman's Harvest,https://p.scdn.co/mp3-preview/1701fa7738d2e565a2f8a76184a06b33799bb67f?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Come Up
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,https://p.scdn.co/mp3-preview/39160b959b9c3ef5eb82314160eb168af167ac3b?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,America
305WCRhhS10XUcH6AEwZk6,Are You Gonna Be My Girl,Jet,https://p.scdn.co/mp3-preview/f0e6e6d1835303097ef22037f333f8c057463146?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Get Born
