Track_ID,Track_Name,Track_Artist,Preview_URL,Genre,Album
5cxp9kjCFyJwzv3lzeX7ku,Inside the Fire,Disturbed,https://p.scdn.co/mp3-preview/5ecf0d3620b7bcb4675e7b37d3f3cdd93acc477a?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Indestructible (Deluxe Edition)
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,https://p.scdn.co/mp3-preview/b4b050fb5f906aba4e08064c453d3344ea68e583?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Rumours (Super Deluxe)
4Yf5bqU3NK4kNOypcrLYwU,Faint,Linkin Park,https://p.scdn.co/mp3-preview/9ed8538f21075f98c8523bd4bd70e01bc7ceb1a0?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Meteora
5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,The Black Keys,https://p.scdn.co/mp3-preview/6b462b2d89ed30b669470c39c65b0f04d6ac740b?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,El Camino
6EPRKhUOdiFSQwGBRBbvsZ,Ace of Spades,Motörhead,https://p.scdn.co/mp3-preview/34cf36a576042c34fa6dee1a6c9da3dec4e54d62?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Ace of Spades (Expanded Edition)
3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Bruce Springsteen,https://p.scdn.co/mp3-preview/b4d012466df89b64af352fde661cc6e580ddb269?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Greatest Hits
5LV0oQV98daZAUoWnQEW6N,Broken Heart,Escape the Fate,https://p.scdn.co/mp3-preview/fe5044a49aa0222dbd1cbc2222ed34736a6a7842?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,I Am Human
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,https://p.scdn.co/mp3-preview/92210b01fcc6efa80008663c158baf79cf0d7b5f?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Wall
6hTcuIQa0sxrrByu9wTD7s,Born to Run,Bruce Springsteen,https://p.scdn.co/mp3-preview/bac7b351bb2f85c715f66be9b36b8a1922081404?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Born To Run
6aR2ZSMQdxdZRqW64EuI8I,Calendar Days,Knuckle Puck,https://p.scdn.co/mp3-preview/4995dcfc98e44d092c60ed73d015019ae6010102?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Calendar Days/Indecisve
2w4EpqGasrz9qdTwocx54t,Open Arms,Journey,https://p.scdn.co/mp3-preview/cdba05161ad423f14cfed8dde4d602248f2454da?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Escape
4D05EjPFWFx3BEQNeB7Vct,Word Up!,Korn,https://p.scdn.co/mp3-preview/3fe2ac0ae4dbf31a9ff0481d5ea5a79c92cbd6f1?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Word Up
1f2V8U1BiWaC9aJWmpOARe,By the Way,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/1b6ca5843bd21973cbb2c2410616dd10564e91da?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,By the Way (Deluxe Edition)
1fQaoh3imrMunWVZh5kf90,Shepherd of Fire,Avenged Sevenfold,https://p.scdn.co/mp3-preview/5e5c3d372ec98fb7ae98cdb723eb7ed6cf86ce6d?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Hail to the King
6QZ8h3RqIgTRTo3hfaqryx,Black Butterflies and Déjà Vu,The Maine,https://p.scdn.co/mp3-preview/42488ed5afc703939172ab01952dfe865a2feb11?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Lovely Little Lonely
1gofFAslBqWqeZ1F73GaJe,Misery,blink-182,https://p.scdn.co/mp3-preview/55e93f8c200965074ce041f4dab5472b4460b298?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Riot!
5h27GYpKZWWhFov8fOunF6,What Went Down,Foals,https://p.scdn.co/mp3-preview/96767c9c15c78605741a3907c5d20ae0ef57b234?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,What Went Down
5e3YOg6fIkP0wD5TyxcHOH,Cult of Personality,Living Colour,https://p.scdn.co/mp3-preview/4e3121903a17eb8fce2604ce9aab762028aa4413?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Vivid (Expanded Edition)
0S3gpZzlT9Hb7CCSV2owX7,"Mama, I'm Coming Home",Ozzy Osbourne,https://p.scdn.co/mp3-preview/30222e11e6be0d1a8e26ae570fda5dd993a7fd6b?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,No More Tears (Expanded Edition)
5jsDxDkJ1PqyYUWhDMr86B,Song #3,Stone Sour,https://p.scdn.co/mp3-preview/8007adb1bfba236b2f4ad8f01a92a3dbe5f32880?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Hydrograd
3zSaWBoojpQGDPO2oIL80H,One of Us,New Politics,https://p.scdn.co/mp3-preview/181b9dfb7adf1bf0af08ce2dbb5e39da800f208e?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Mamma Mia! Here We Go Again (Original Motion Picture Soundtrack)
54eZmuggBFJbV7k248bTTt,A Horse with No Name,America,https://p.scdn.co/mp3-preview/39160b959b9c3ef5eb82314160eb168af167ac3b?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,America
5fVZC9GiM4e8vu99W0Xf6J,How to Save a Life,The Fray,https://p.scdn.co/mp3-preview/c808e35b385571cbda7ccf893c9c568b83a0390d?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,How To Save A Life
0nqIqABZcujg05mkixJV60,Sham Pain,Five Finger Death Punch,https://p.scdn.co/mp3-preview/795470dd9a181e2aa86ad517856e532e67b84971?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,And Justice for None (Deluxe)
5PZo9NMyNLxOlpEFoYo611,Notorious,Adelitas Way,https://p.scdn.co/mp3-preview/f31ccdbb2a8e5c0a9783c1308f6e93b7a1e88c04?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Life After Death (2014 Remastered Edition)
2UZtI2HUyLRzqBjodvcUmY,Rx (Medicate),Theory of a Deadman,https://p.scdn.co/mp3-preview/9f469bdf015e441ab0679c92a98d80313585e4d4?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Wake Up Call
1CLUtToY6V0jn79UPtf5VA,The One You Know,Alice In Chains,https://p.scdn.co/mp3-preview/3cf5760fef6e17567004ff8f54d559a30697b670?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Rainier Fog
2oaK4JLVnmRGIO9ytBE1bt,Dark Necessities,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/603321bf69cb0fd27c44ae875ff73c6dfc856311?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Getaway
