Track_ID,Track_Name,Track_Artist,Preview_URL,Genre,Album
6tIlpznHyaqCPiVfolKxrV,Only Us,Thrice,https://p.scdn.co/mp3-preview/4078bc3347b79b77454a1d08a59b72ab390c860d?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Dear Evan Hansen (Original Broadway Cast Recording)
0EYOdF5FCkgOJJla8DI2Md,B.Y.O.B.,System Of A Down,https://p.scdn.co/mp3-preview/2f373f029e1110b19c265b8f4bc4d265e5fa9539?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Mezmerize
7LVHVU3tWfcxj5aiPFEW4Q,Fix You,Coldplay,https://p.scdn.co/mp3-preview/46470abd1664c6f34efc0f07e0c2f1129616f28f?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,X&Y
2f0P7iELCvAlV8j6Z3rGDE,Stranglehold,Ted Nugent,https://p.scdn.co/mp3-preview/0424c79f25eb29d13072c394fb6433532738ea32?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Ted Nugent
6OMO6WdRhSfjMPAiPT94wH,Painkiller,Three Days Grace,https://p.scdn.co/mp3-preview/57603235c4248b2d7483b703fce3b269b7c3e2f2?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Free Time
3qmvK8QARSPkFTuKeIXSbs,Bleed It Out,Linkin Park,https://p.scdn.co/mp3-preview/e28e2753b7d71ffd0c091ea9643011523119a9ef?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Minutes to Midnight
0yTJtxZJ5VLfBEHhiNUNeY,Silvertongue,Young the Giant,https://p.scdn.co/mp3-preview/30cb1754607b7940fd845750c6793fd990464163?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Home of the Strange
7yoBjKO6cCnK3zV8gr1k4e,Lydia,Highly Suspect,https://p.scdn.co/mp3-preview/50d1695a0a50102b76be0fab03c2abe1174433fd?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Mister Asylum
7lmeHLHBe4nmXzuXc0HDjk,Testify,Rage Against The Machine,https://p.scdn.co/mp3-preview/6981bf98c689f6289d6b41831f17fc24504d903a?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Battle Of Los Angeles
3KPwt1LBpt1jVSHz8GXERo,Feel like Makin' Love - 2015 Remaster,Bad Company,https://p.scdn.co/mp3-preview/96a755f91a8373502212a3947e2987593e08c8a6?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Straight Shooter
3KmuRpdh3UDv9GHyO8SmgB,You'll Be Fine,Palaye Royale,https://p.scdn.co/mp3-preview/477e82fb4bba3f94be10bb326038792ab57b6d43?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Boom Boom Room (Side B)
1E1uGhNdBe6Dddbgs2KqtZ,Jumpsuit,Twenty One Pilots,https://p.scdn.co/mp3-preview/764e1c0b5b1bca87f69d6c284ecde2616fa59d4e?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Trench
1eadPrzB2P0ikQcqhKSAtv,Zombie,Bad Wolves,https://p.scdn.co/mp3-preview/4978147ac417f06049825616fdd66cabdb566ae7?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,No Need To Argue
4Gw1SXoN1MlAmdM3J1NjmR,Found What I've Been Looking For,Tom Grennan,https://p.scdn.co/mp3-preview/2a971d278f1eaedc4e08022f471180b05c7ecb9d?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Lighting Matches (Deluxe)
7j31rVgGX9Q2blT92VBEA0,Teenagers,My Chemical Romance,https://p.scdn.co/mp3-preview/7e780e073cb38e63e13544cd28a80d1eec88a49c?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Black Parade
29wJiSQcze8HEmxkUQykyp,Carrie,Europe,https://p.scdn.co/mp3-preview/137ccee054d23ee86f86112d10d8c6fe600b4bb6?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Onward (Original Motion Picture Soundtrack)
5Z5nbOXhsSbySVC7WUc6y9,Four Out Of Five,Arctic Monkeys,https://p.scdn.co/mp3-preview/50649285856b2324b33046c6b1e03172ee90e808?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Tranquility Base Hotel & Casino
1wLQwg0mloy3yXjL0jPE0N,Run,Foo Fighters,https://p.scdn.co/mp3-preview/fded09b73c6308a8e8dccfad257bee228848481a?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Run
6RJdYpFQwLyNfDc5FbjkgV,Stricken,Disturbed,https://p.scdn.co/mp3-preview/b9f5206810d127442c4b5d4f2d9c9dd2027a082d?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Ten Thousand Fists
7oXRMDUzBPekkLRTJhSGvC,I Sat By The Ocean,Queens of the Stone Age,https://p.scdn.co/mp3-preview/a9f241c42850b97ed26de640c6108a001c829ee3?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,...Like Clockwork
40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,https://p.scdn.co/mp3-preview/50e82c99c20ffa4223e82250605bbd8500cb3928?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Hotel California (2013 Remaster)
5e9TFTbltYBg2xThimr0rU,The Chain - 2004 Remaster,Fleetwood Mac,https://p.scdn.co/mp3-preview/39267f043904cef22e6652c0ce761114321953fd?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Rumours (Super Deluxe)
2yss0n7KmvmSr4EHvjfFpn,Don't Stay,Linkin Park,https://p.scdn.co/mp3-preview/f94b969a46bc6624dd9d2aaa81896a100f2156ae?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Meteora (Bonus Edition)
4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,https://p.scdn.co/mp3-preview/92210b01fcc6efa80008663c158baf79cf0d7b5f?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Wall
4sykUbPIpLYRfZk1ljZcpj,Midnight Crusade,Dance Gavin Dance,https://p.scdn.co/mp3-preview/3f803cc6d7e5612613bc53be4580cdf8a903efb8?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Artificial Selection
5e3YOg6fIkP0wD5TyxcHOH,Cult of Personality,Living Colour,https://p.scdn.co/mp3-preview/4e3121903a17eb8fce2604ce9aab762028aa4413?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Vivid (Expanded Edition)
07GvNcU1WdyZJq3XxP0kZa,Go Your Own Way - 2004 Remaster,Fleetwood Mac,https://p.scdn.co/mp3-preview/b4b050fb5f906aba4e08064c453d3344ea68e583?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Rumours (Super Deluxe)
5jsDxDkJ1PqyYUWhDMr86B,Song #3,Stone Sour,https://p.scdn.co/mp3-preview/8007adb1bfba236b2f4ad8f01a92a3dbe5f32880?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Hydrograd
5YBVDvTSSSiqv7KZDeUlXA,Renegades Of Funk,Rage Against The Machine,https://p.scdn.co/mp3-preview/6bc7e7fc964951969186acb7c905037057300a5b?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Renegades
6wqJeItl3Vc3az4ZicSQAB,Before I Forget,Slipknot,https://p.scdn.co/mp3-preview/835a766a2ae7f61480c38e5b97443520fecc325d?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Vol. 3: The Subliminal Verses
7z21IYXNRcxdmubc6YG13B,Sinner,Deaf Havana,https://p.scdn.co/mp3-preview/82d5e4e0ee6702bae6477c9f5906ef06acc45dc8?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Magazines Or Novels
0uppYCG86ajpV2hSR3dJJ0,Give It Away,Red Hot Chili Peppers,https://p.scdn.co/mp3-preview/fcdf3224d230b26b637418c2d1028bc482db7fce?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Blood Sugar Sex Magik (Deluxe Edition)
16XeptMdlJTWWeIrwEAOvv,Old Man - 2009 Remaster,Neil Young,https://p.scdn.co/mp3-preview/333fbf428fef25374d89cb2904ed224696c96728?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Harvest (2009 Remaster)
6DmfWj5kOa1fX8AwN9byOn,L.A. Woman,The Doors,https://p.scdn.co/mp3-preview/10a370a3344827fcea10d80acffcb7b7c9de8901?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,L.A. Woman
3a9urnht8HvfFzPwd0ipx6,Holy Diver,Killswitch Engage,https://p.scdn.co/mp3-preview/7a68b8e6e65e238de76aa11780da00800ada43bc?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,As Daylight Dies (Special Edition)
7x8dCjCr0x6x2lXKujYD34,The Pretender,Foo Fighters,https://p.scdn.co/mp3-preview/6aba2f4e671ffe07fd60807ca5fef82d48146d4c?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,"Echoes, Silence, Patience & Grace"
2hEYslbdYWFSIA6JboUvnR,DEVIL,Shinedown,https://p.scdn.co/mp3-preview/819cf709020b40ef77604c17707db3654e9ab41b?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Providence
0NSqYlz5V1u6l68r1pzUPn,Better Off Without You,Mallory Knox,https://p.scdn.co/mp3-preview/9241a155dc461ca12eca82cc01879ed48fd124eb?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Better Off Without You (feat. Shift K3Y)
1CLUtToY6V0jn79UPtf5VA,The One You Know,Alice In Chains,https://p.scdn.co/mp3-preview/3cf5760fef6e17567004ff8f54d559a30697b670?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Rainier Fog
4vpeKl0vMGdAXpZiQB2Dtd,White Rabbit,Jefferson Airplane,https://p.scdn.co/mp3-preview/367ffcd0d779085e8fa092620542632fecf50330?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Surrealistic Pillow
2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,https://p.scdn.co/mp3-preview/e6ccf7717f8a167bfea4afc1bf7da1a0cd707fbb?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Meteora
3SVAN3BRByDmHOhKyIDxfC,Karma Police,Radiohead,https://p.scdn.co/mp3-preview/5a09f5390e2862af1687f3671db3d6f84a813a45?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,OK Computer
2UDumaw7osnyjH7RZ2DLpB,I Am Machine,Three Days Grace,https://p.scdn.co/mp3-preview/2455cf008a7dfe31ae9d99755d1b563e3c46e2ca?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,Human
4nXkbcTj3nyww1cHkw5RAP,Long Train Runnin',The Doobie Brothers,https://p.scdn.co/mp3-preview/ab86af73d22ea24e920c1fe59abf5c51d8823aaf?cid=08267e6d9cb548b181e3feb69f0b85f3,rock,The Captain and Me
